date,time,latitude,longitude,ozone,pm
2/4/2015,20:16:7.0,38.4343790690,-78.8585042318,66,871.5
2/4/2015,20:16:8.984,38.4343790690,-78.8584635417,104,2972.58
2/4/2015,20:16:11.0,38.4343872070,-78.8584147135,139,0.62
2/4/2015,20:16:14.0,38.4344278971,-78.8583496094,166,0.62
2/4/2015,20:16:16.0,38.4344278971,-78.8583170573,62,4645.08
2/4/2015,20:16:18.0,38.4344401042,-78.8582682292,159,0.62
2/4/2015,20:16:20.984,38.4344360352,-78.8582112630,90,0.62
2/4/2015,20:16:23.0,38.4344278971,-78.8581705729,136,0.62
2/4/2015,20:16:24.984,38.4344238281,-78.8581298828,71,0.62
2/4/2015,20:16:27.0,38.4344034831,-78.8580973307,109,0.62
2/4/2015,20:16:30.0,38.4344034831,-78.8580403646,141,0.62
2/4/2015,20:16:32.0,38.4343831380,-78.8579996745,117,0.62
2/4/2015,20:16:34.0,38.4343872070,-78.8579671224,155,0.62
2/4/2015,20:16:36.984,38.4343831380,-78.8579101562,124,2944.76
2/4/2015,20:16:39.0,38.4343790690,-78.8578776042,107,0.62
2/4/2015,20:16:40.984,38.4343139648,-78.8578613281,131,0.62
2/4/2015,20:16:43.0,38.4342854818,-78.8578369141,132,0.62
2/4/2015,20:16:46.0,38.4342610677,-78.8578043620,121,0.62
2/4/2015,20:16:48.0,38.4342407227,-78.8577799479,140,3115.04
2/4/2015,20:16:50.0,38.4342041016,-78.8577799479,190,0.62
2/4/2015,20:16:52.984,38.4341715495,-78.8577799479,217,0.62
2/4/2015,20:16:55.0,38.4341674805,-78.8578287760,206,0.62
2/4/2015,20:16:56.984,38.4341512044,-78.8578287760,213,0.62
2/4/2015,20:16:59.0,38.4341267904,-78.8578043620,200,0.62
2/4/2015,20:17:2.0,38.4340901693,-78.8577880859,224,0.62
2/4/2015,20:17:4.0,38.4340738932,-78.8578043620,236,0.62
2/4/2015,20:17:6.0,38.4340454102,-78.8577880859,254,4039.21
2/4/2015,20:17:8.984,38.4340128581,-78.8577718099,296,0.62
2/4/2015,20:17:11.0,38.4339843750,-78.8577718099,291,0.62
2/4/2015,20:17:12.984,38.4339599609,-78.8577799479,217,2199.85
2/4/2015,20:17:15.0,38.4339314779,-78.8577718099,192,0.62
2/4/2015,20:17:18.0,38.4338826497,-78.8577718099,220,0.62
2/4/2015,20:17:20.0,38.4338460286,-78.8577880859,187,0.62
2/4/2015,20:17:22.0,38.4338094076,-78.8577880859,197,0.62
2/4/2015,20:17:24.984,38.4337524414,-78.8577799479,154,0.62
2/4/2015,20:17:27.0,38.4337198893,-78.8577799479,175,1488.83
2/4/2015,20:17:28.984,38.4336832682,-78.8577880859,186,0.62
2/4/2015,20:17:32.0,38.4336303711,-78.8577880859,187,4035.43
2/4/2015,20:17:34.0,38.4336100260,-78.8577636719,253,0.62
2/4/2015,20:17:36.0,38.4335937500,-78.8577148438,42,0.62
2/4/2015,20:17:38.0,38.4335815430,-78.8576660156,132,0.62
2/4/2015,20:17:40.984,38.4335611979,-78.8576090495,145,0.62
2/4/2015,20:17:43.0,38.4335449219,-78.8575683594,188,0.62
2/4/2015,20:17:44.984,38.4335164388,-78.8575358073,215,0.62
2/4/2015,20:17:48.0,38.4334838867,-78.8574951172,186,0.62
2/4/2015,20:17:50.0,38.4334635417,-78.8574625651,218,0.62
2/4/2015,20:17:52.0,38.4334513346,-78.8574300130,112,0.62
2/4/2015,20:17:54.0,38.4334350586,-78.8573893229,171,0.62
2/4/2015,20:17:56.984,38.4334147135,-78.8573404948,212,0.62
2/4/2015,20:17:59.0,38.4334025065,-78.8573160807,256,0.62
2/4/2015,20:18:0.984,38.4333943685,-78.8572753906,217,0.62
2/4/2015,20:18:4.0,38.4333821615,-78.8572184245,195,0.62
2/4/2015,20:18:6.0,38.4333699544,-78.8571777344,216,0.62
2/4/2015,20:18:8.0,38.4333577474,-78.8571370443,267,7520.06
2/4/2015,20:18:10.0,38.4333414714,-78.8571126302,277,0.62
2/4/2015,20:18:12.984,38.4333170573,-78.8570556641,306,0.62
2/4/2015,20:18:15.0,38.4333007812,-78.8570231120,273,0.62
2/4/2015,20:18:16.984,38.4332885742,-78.8569824219,237,0.62
2/4/2015,20:18:20.0,38.4332641602,-78.8569335938,229,3623.17
2/4/2015,20:18:22.0,38.4332519531,-78.8569010417,213,0.62
2/4/2015,20:18:24.0,38.4332356771,-78.8568684896,250,0.62
2/4/2015,20:18:26.0,38.4332194010,-78.8568359375,264,0.62
2/4/2015,20:18:28.984,38.4332031250,-78.8567871094,263,0.62
2/4/2015,20:18:31.0,38.4331949870,-78.8567464193,224,0.62
2/4/2015,20:18:34.0,38.4331746419,-78.8567057292,188,0.62
2/4/2015,20:18:36.0,38.4331583659,-78.8566731771,160,0.62
2/4/2015,20:18:38.0,38.4331502279,-78.8566487630,192,0.62
2/4/2015,20:18:40.984,38.4331380208,-78.8565999349,254,0.62
2/4/2015,20:18:43.0,38.4331298828,-78.8565673828,236,0.62
2/4/2015,20:18:44.984,38.4331217448,-78.8565348307,273,0.62
2/4/2015,20:18:48.0,38.4331013997,-78.8564860026,281,0.62
2/4/2015,20:18:50.0,38.4330851237,-78.8564534505,327,0.62
2/4/2015,20:18:52.0,38.4330769857,-78.8564127604,357,0.62
2/4/2015,20:18:55.0,38.4330688477,-78.8563639323,376,0.62
2/4/2015,20:18:56.984,38.4330647786,-78.8563313802,344,0.62
2/4/2015,20:18:59.0,38.4330647786,-78.8562988281,299,0.62
2/4/2015,20:19:0.984,38.4330647786,-78.8562581380,328,0.62
2/4/2015,20:19:4.0,38.4330729167,-78.8562011719,334,0.62
2/4/2015,20:19:6.0,38.4330769857,-78.8561686198,150,0.62
2/4/2015,20:19:8.0,38.4330851237,-78.8561360677,164,0.62
2/4/2015,20:19:10.0,38.4330932617,-78.8561035156,242,0.62
2/4/2015,20:19:12.984,38.4331054688,-78.8560546875,270,0.62
2/4/2015,20:19:15.0,38.4331217448,-78.8560221354,265,1116.5
2/4/2015,20:19:16.984,38.4331339518,-78.8559895833,236,0.62
2/4/2015,20:19:19.0,38.4331420898,-78.8559570312,195,0.62
2/4/2015,20:19:22.0,38.4331665039,-78.8559082031,289,0.62
2/4/2015,20:19:24.0,38.4331827799,-78.8558837891,222,0.62
2/4/2015,20:19:26.0,38.4332031250,-78.8558512370,129,0.62
2/4/2015,20:19:28.984,38.4332275391,-78.8558186849,200,0.62
2/4/2015,20:19:31.0,38.4332438151,-78.8557942708,220,0.62
2/4/2015,20:19:32.984,38.4332600911,-78.8557698568,18,0.62
2/4/2015,20:19:36.0,38.4332885742,-78.8557373047,16,0.62
2/4/2015,20:19:38.0,38.4333089193,-78.8557210286,80,0.62
2/4/2015,20:19:40.0,38.4333333333,-78.8557047526,204,0.62
2/4/2015,20:19:42.0,38.4333496094,-78.8556966146,202,0.62
2/4/2015,20:19:44.984,38.4333862305,-78.8556640625,107,0.62
2/4/2015,20:19:47.0,38.4334065755,-78.8556559245,109,0.62
2/4/2015,20:19:48.984,38.4334350586,-78.8556477865,7,0.62
2/4/2015,20:19:52.0,38.4334757487,-78.8556396484,59,0.62
2/4/2015,20:19:54.0,38.4335001628,-78.8556233724,180,0.62
2/4/2015,20:19:56.0,38.4335245768,-78.8556070964,164,722.49
2/4/2015,20:19:58.0,38.4335489909,-78.8556070964,159,3063.8
2/4/2015,20:20:0.984,38.4335856120,-78.8556152344,167,1328.3
2/4/2015,20:20:3.0,38.4336100260,-78.8556152344,167,0.62
2/4/2015,20:20:4.984,38.4336222331,-78.8556070964,175,1123.25
2/4/2015,20:20:8.0,38.4336629232,-78.8555826823,202,0.62
2/4/2015,20:20:10.0,38.4336914062,-78.8555745443,209,0.62
2/4/2015,20:20:12.0,38.4337158203,-78.8555582682,184,0.62
2/4/2015,20:20:14.0,38.4337402344,-78.8555501302,191,1688.35
2/4/2015,20:20:16.984,38.4337849935,-78.8555338542,243,0.72
2/4/2015,20:20:19.0,38.4338134766,-78.8555338542,226,0.62
2/4/2015,20:20:20.984,38.4338419596,-78.8555175781,233,0.62
2/4/2015,20:20:24.0,38.4338826497,-78.8555013021,254,0.62
2/4/2015,20:20:26.0,38.4339070638,-78.8554850260,259,10.19
2/4/2015,20:20:28.0,38.4339314779,-78.8554768880,253,8.84
2/4/2015,20:20:31.0,38.4339680990,-78.8554606120,228,0.62
2/4/2015,20:20:32.984,38.4339965820,-78.8554443359,265,0.62
2/4/2015,20:20:35.0,38.4340209961,-78.8554361979,280,0.62
2/4/2015,20:20:38.0,38.4340576172,-78.8554117839,271,0.62
2/4/2015,20:20:40.0,38.4340820312,-78.8554036458,275,544.27
2/4/2015,20:20:42.0,38.4341105143,-78.8553955078,296,0.62
2/4/2015,20:20:44.0,38.4341389974,-78.8553792318,281,0.62
2/4/2015,20:20:47.0,38.4341715495,-78.8553629557,297,0.62
2/4/2015,20:20:48.984,38.4342000326,-78.8553385417,305,0.62
2/4/2015,20:20:51.0,38.4342203776,-78.8553222656,321,0.62
